City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,brae,60.3964,-1.353,6.74,92,98,4.65,GB,1680843209
284,alta floresta,-9.8756,-56.0861,21.06,98,100,0.91,BR,1680843210
285,pacific grove,36.6177,-121.9166,11.06,83,0,2.57,US,1680843210
286,margate,51.3813,1.3862,7.05,84,15,1.79,GB,1680843211
287,takoradi,4.8845,-1.7554,26.41,84,100,3.41,GH,1680843211
288,plettenberg bay,-34.0527,23.3716,17.96,87,6,4.77,ZA,1680843212
289,mar del plata,-38.0023,-57.5575,18.26,51,0,3.13,AR,1680842993
290,coquimbo,-29.9533,-71.3436,14.85,100,20,2.06,CL,1680843052
291,ribeira brava,32.65,-17.0667,16.51,76,4,1.15,PT,1680843213
292,menongue,-14.6585,17.691,15.39,91,73,1.37,AO,1680843214
293,marshall,34.3834,-86.3333,14.67,94,40,2.06,US,1680843215
294,yelniki,54.6207,43.876,2.98,69,16,5.39,RU,1680843215
295,iralaya,15.0,-83.2333,25.82,74,2,5.65,HN,1680843216
296,yeppoon,-23.1333,150.7333,28.88,67,76,5.94,AU,1680843216
297,koslan,63.4564,48.8989,-8.87,89,77,1.45,RU,1680843217
298,chiman,32.5463,73.8138,27.13,30,0,3.36,PK,1680843218
299,inuvik,68.3499,-133.7218,-14.52,85,75,3.6,CA,1680843218
300,de aar,-30.6497,24.0123,17.69,43,6,2.0,ZA,1680843219
301,saint anthony,45.0205,-93.218,-1.99,76,0,1.54,US,1680843219
302,isugod,9.3408,118.1196,29.06,69,94,2.97,PH,1680843220
303,kotido,2.9806,34.1331,21.99,71,45,2.55,UG,1680843220
304,zyryanka,65.75,150.85,-9.89,76,100,3.72,RU,1680843221
305,nakusp,50.2499,-117.8023,6.19,65,97,1.03,CA,1680843222
306,kindersley,51.4668,-109.1682,-8.99,92,20,8.23,CA,1680843150
307,kalakamati,-20.5929,27.3121,15.8,60,0,2.9,BW,1680843223
308,la maddalena,41.2142,9.4083,4.03,67,0,2.22,IT,1680843224
309,pacifica,37.6138,-122.4869,12.66,80,100,3.09,US,1680843224
310,mayumba,-3.432,10.6554,26.36,86,100,1.54,GA,1680843225
311,dingle,10.9995,122.6711,29.64,62,89,3.94,PH,1680843226
312,sechura,-5.5569,-80.8222,25.74,79,100,2.81,PE,1680843227
313,aflao,6.116,1.1914,28.07,83,40,2.06,TG,1680843228
314,dulce grande,23.0,-102.1667,15.13,83,47,7.01,MX,1680843228
315,waddan,29.1614,16.139,11.39,72,31,4.39,LY,1680843229
316,pisco,-13.7,-76.2167,24.03,83,0,2.06,PE,1680843230
317,sabang,5.8933,95.3214,28.2,73,99,2.34,ID,1680843231
318,omboue,-1.5746,9.2618,25.9,88,100,2.06,GA,1680843231
319,murgab,37.4966,61.9714,20.93,35,20,3.09,TM,1680843232
320,longyearbyen,78.2186,15.6401,-3.09,86,100,12.86,SJ,1680843232
321,camacha,33.0833,-16.3333,14.68,72,75,2.57,PT,1680843234
322,morant bay,17.8815,-76.4093,25.79,79,5,6.22,JM,1680843234
323,teahupoo,-17.8333,-149.2667,25.98,79,99,6.92,PF,1680843235
324,pishin,30.5803,66.9961,17.78,32,0,0.66,PK,1680843235
325,pindwara,24.8,73.0667,30.57,11,2,0.46,IN,1680843236
326,vestmannaeyjar,63.4427,-20.2734,5.21,95,100,18.28,IS,1680843237
327,soyo,-6.1349,12.3689,27.13,82,98,1.36,AO,1680843237
328,boddam,57.4667,-1.7833,4.21,91,31,5.96,GB,1680843238
329,neuquen,-38.9516,-68.0591,11.94,82,0,1.03,AR,1680843239
330,tres arroyos,-38.3739,-60.2798,15.25,72,29,5.64,AR,1680843239
331,touros,-5.1989,-35.4608,24.73,88,98,3.18,BR,1680843193
332,fomboni,-12.28,43.7425,27.86,71,46,1.05,KM,1680843240
333,plouzane,48.3833,-4.6167,6.03,96,100,2.06,FR,1680843241
334,surt,31.2089,16.5887,14.19,65,32,4.98,LY,1680843242
335,naze,28.3667,129.4833,16.51,86,100,5.63,JP,1680843242
336,amapa,1.0,-52.0,19.71,98,49,1.01,BR,1680843243
337,san cristobal,7.7669,-72.225,20.1,80,100,0.62,VE,1680843244
338,smoky lake,54.1169,-112.4686,-2.6,74,30,6.69,CA,1680843244
339,berlevag,70.8578,29.0864,3.0,60,4,7.2,NO,1680843245
340,saint-joseph,-21.3667,55.6167,27.48,79,78,4.19,RE,1680843245
341,kamenka,51.3223,42.7678,8.6,70,95,5.82,RU,1680843246
342,nagato,34.3833,131.2,14.38,54,86,6.06,JP,1680843247
343,burien,47.4704,-122.3468,10.21,90,100,5.14,US,1680843247
344,gusau,12.1628,6.6614,25.69,11,88,1.19,NG,1680843248
345,myaundzha,63.0494,147.1858,-13.87,68,39,1.5,RU,1680843248
346,artigas,-30.4,-56.4667,16.14,92,1,3.61,UY,1680843249
347,kudahuvadhoo,2.6708,72.8944,28.17,67,36,1.24,MV,1680843249
348,juneau,58.3019,-134.4197,4.0,97,100,5.66,US,1680843042
349,bure,10.7,37.0667,20.24,21,90,0.34,ET,1680843251
350,lata,40.1629,-8.3327,11.48,51,9,1.63,PT,1680843251
351,devonport,-41.1667,146.35,19.73,85,100,0.45,AU,1680842836
352,karpogory,64.0019,44.4451,-7.18,87,61,1.65,RU,1680843253
353,inta,66.0317,60.1659,-9.16,89,100,10.63,RU,1680843253
354,ajaccio,42.0,8.9167,4.03,81,0,3.09,FR,1680843254
355,nalut,30.3333,10.85,12.02,58,100,12.67,LY,1680843254
356,santa engracia,41.9406,-1.3245,9.43,74,2,1.79,ES,1680843255
357,cascais,38.6979,-9.4215,16.95,53,7,3.13,PT,1680843256
358,aksu,41.1231,80.2644,12.92,13,27,1.69,CN,1680843256
359,vysokogornyy,50.1167,139.15,0.51,86,100,2.36,RU,1680843257
360,grand gaube,-20.0064,57.6608,28.54,73,72,2.24,MU,1680843257
361,jiangyou,31.7667,104.7167,19.85,37,8,2.19,CN,1680843258
362,luau,-10.7073,22.2247,17.82,98,100,1.0,AO,1680843259
363,chodavaram,17.8333,82.95,31.91,43,26,1.53,IN,1680843260
364,asosa,10.0667,34.5333,22.75,16,65,2.11,ET,1680843260
365,warah,27.4481,67.7978,30.49,24,0,3.62,PK,1680843261
366,mattru,7.6244,-11.8332,25.27,87,93,1.04,SL,1680843261
367,bol,13.4586,14.7147,26.91,36,92,5.91,TD,1680843262
368,sansepolcro,43.5747,12.143,4.72,66,98,0.35,IT,1680843263
369,zhigansk,66.7697,123.3711,-9.41,88,100,12.4,RU,1680843263
370,talnakh,69.4865,88.3972,-27.17,92,100,2.78,RU,1680843264
371,puerto plata,19.7934,-70.6884,19.95,86,8,3.11,DO,1680843265
372,wuwei,37.9281,102.6414,9.94,18,4,3.66,CN,1680843266
373,pundaguitan,6.3711,126.1689,27.53,70,99,1.76,PH,1680843266
374,petrinja,45.4375,16.29,2.85,71,97,1.13,HR,1680843267
375,general roca,-39.0333,-67.5833,18.55,66,28,1.27,AR,1680843267
376,imari,33.2667,129.8833,17.95,55,90,4.82,JP,1680843268
377,pangnirtung,66.1451,-65.7125,-22.0,84,0,2.57,CA,1680843269
378,warmbad,-28.45,18.7333,17.89,42,21,2.16,NA,1680843270
379,san policarpo,12.1791,125.5072,28.6,62,79,4.74,PH,1680843270
380,asbe teferi,9.0833,40.8667,19.65,67,96,3.09,ET,1680843271
381,san javier,37.8063,-0.8374,11.66,80,0,2.68,ES,1680843271
382,honningsvag,70.9821,25.9704,2.86,70,6,6.17,NO,1680843272
383,rio grande,-32.035,-52.0986,20.96,58,71,4.91,BR,1680843273
384,maceio,-9.6658,-35.7353,24.69,94,75,2.06,BR,1680842765
385,talas,38.6908,35.5538,5.37,93,75,1.54,TR,1680843274
386,tooele,40.5308,-112.2983,2.04,81,0,3.09,US,1680842976
387,arevshat,40.0396,44.5418,12.47,58,20,1.03,AM,1680843275
388,indianola,41.3581,-93.5574,6.89,44,6,0.89,US,1680843275
389,xilagani,40.9833,25.4167,7.72,61,92,3.37,GR,1680843276
390,canutama,-6.5339,-64.3831,22.0,98,96,0.85,BR,1680843277
391,payo,-3.7508,103.6372,32.73,49,45,1.54,ID,1680843277
392,houma,29.5958,-90.7195,24.44,92,100,3.6,US,1680843279
393,shitanjing,39.2342,106.3439,6.32,21,0,2.58,CN,1680843279
394,kuzovatovo,53.5468,47.6866,2.88,67,24,5.91,RU,1680843280
395,tombouctou,20.0,-3.0,21.06,25,47,4.84,ML,1680843258
396,kathu,7.9178,98.3332,32.9,69,95,2.77,TH,1680843282
397,brigantine,39.4101,-74.3646,15.11,91,100,3.09,US,1680843282
398,ramanuj ganj,23.8,83.7,33.1,14,0,2.0,IN,1680843283
399,gat,31.61,34.7642,22.44,42,12,1.55,IL,1680843086
400,tabuny,52.7773,78.7896,11.95,39,71,4.39,RU,1680843284
401,bandarbeyla,9.4942,50.8122,28.3,66,98,3.89,SO,1680843285
402,harper,4.375,-7.7169,26.34,83,16,1.86,LR,1680843285
403,honiara,-9.4333,159.95,28.33,79,83,1.12,SB,1680843270
404,pandan,14.0453,124.1694,27.82,71,100,4.47,PH,1680843286
405,tessalit,20.1986,1.0114,21.67,23,23,4.38,ML,1680843287
406,rosarito,32.3333,-117.0333,15.53,60,0,2.16,MX,1680843169
407,fairbanks,64.8378,-147.7164,-9.11,69,100,5.14,US,1680843000
408,tazovskiy,67.4667,78.7,-18.06,91,100,5.84,RU,1680843291
409,boulder,40.0833,-105.3505,1.11,51,0,2.68,US,1680843078
410,mopti,14.6667,-4.0,28.77,34,95,2.79,ML,1680843038
411,clyde river,70.4692,-68.5914,-24.87,77,75,2.57,CA,1680843294
412,yatou,37.15,122.3833,7.81,36,2,8.84,CN,1680843294
413,qaqortoq,60.7167,-46.0333,-2.32,82,97,3.01,GL,1680843295
414,puerto colombia,10.9878,-74.9547,26.05,83,51,12.03,CO,1680843295
415,diapaga,12.0708,1.7889,30.28,37,58,0.93,BF,1680843296
416,panjab,34.388,67.0233,4.2,43,0,0.14,AF,1680843297
417,zhuhai,22.2769,113.5678,25.48,64,20,8.75,CN,1680843297
418,cap malheureux,-19.9842,57.6142,28.59,73,72,2.24,MU,1680843298
419,hofn,64.2539,-15.2082,3.95,67,70,2.12,IS,1680843298
420,makarov,48.6333,142.8,0.26,97,100,5.53,RU,1680843299
421,minot,48.2325,-101.2963,-6.88,86,100,3.6,US,1680843300
422,baykit,61.67,96.37,-14.43,73,12,6.34,RU,1680843300
423,wangkui,46.8333,126.5,2.31,25,100,6.75,CN,1680843301
424,paracuru,-3.41,-39.0306,24.5,93,98,2.53,BR,1680843301
425,denpasar,-8.65,115.2167,28.81,83,20,4.12,ID,1680843045
426,ileza,61.0533,43.9002,-4.74,82,49,1.99,RU,1680843303
427,salta,-24.7859,-65.4117,18.1,88,40,2.06,AR,1680843304
428,pangody,65.85,74.4859,-16.54,85,97,6.24,RU,1680843304
429,laureles,26.1092,-97.4941,15.06,77,100,5.14,US,1680843305
430,gizo,-8.103,156.8419,29.6,66,86,2.03,SB,1680843305
431,sawakin,19.1059,37.3321,24.33,56,48,4.03,SD,1680843306
432,gamboula,4.1178,15.1393,20.72,93,83,0.86,CF,1680843307
433,najran,17.4924,44.1277,21.36,45,74,1.02,SA,1680843307
434,nara,34.6851,135.8049,18.05,90,100,0.62,JP,1680843309
435,high prairie,55.4334,-116.4858,0.82,87,14,4.61,CA,1680843009
436,lodwar,3.1191,35.5973,29.21,50,40,3.83,KE,1680843310
437,farias brito,-6.9306,-39.5656,23.38,90,95,1.17,BR,1680843310
438,kralendijk,12.15,-68.2667,25.99,78,75,6.17,BQ,1680843311
439,ballina,-28.8667,153.5667,23.21,73,81,6.93,AU,1680843311
440,soloneshnoye,51.6544,84.3197,14.76,29,21,4.1,RU,1680843312
441,norman wells,65.282,-126.8329,-8.98,73,75,3.09,CA,1680843301
442,macae,-22.3708,-41.7869,22.86,100,0,0.51,BR,1680842732
443,balkhash,46.844,74.9804,12.34,62,0,2.0,KZ,1680843314
444,ouadda,8.0777,22.4007,21.49,23,56,1.53,CF,1680843314
445,allapalli,19.4167,80.0667,37.81,24,23,1.08,IN,1680843315
446,port-de-bouc,43.4,4.9833,9.21,72,0,2.57,FR,1680843316
447,maharajganj,27.1333,83.5667,34.03,9,1,5.0,IN,1680843316
448,balykshi,47.0667,51.8667,11.0,100,0,3.0,KZ,1680843317
449,chaoyang,41.5703,120.4586,11.16,11,0,8.28,CN,1680843317
450,sobolevo,54.4299,31.8996,6.21,83,100,5.22,RU,1680843318
451,nimaparha,20.0667,86.0167,31.22,38,3,0.93,IN,1680843319
452,kyra,49.5776,111.9753,6.76,21,6,4.92,RU,1680843319
453,palmer,42.1584,-72.3287,12.23,58,100,5.14,US,1680843320
454,manjeshwar,12.7194,74.8861,32.53,55,33,1.67,IN,1680843320
455,mantua,45.1667,10.7833,5.58,83,69,0.81,IT,1680843321
456,high rock,26.6208,-78.2833,24.0,72,16,7.07,BS,1680843322
457,clovis,36.8252,-119.7029,17.11,54,99,1.74,US,1680843137
458,giporlos,11.12,125.4494,29.26,64,89,2.96,PH,1680843323
459,oktyabrskoye,43.0645,44.7417,8.08,87,100,2.0,RU,1680843324
460,birin,26.8865,88.0718,22.21,28,0,3.2,NP,1680843324
461,angoche,-16.2325,39.9086,24.92,79,99,3.35,MZ,1680843325
462,henties bay,-22.116,14.2845,16.35,94,66,3.54,NA,1680843326
463,sadovoye,47.7764,44.5089,12.1,61,60,5.88,RU,1680843326
464,ponta delgada,37.7333,-25.6667,16.4,82,75,7.2,PT,1680843327
465,guayaramerin,-10.8368,-65.3614,21.76,94,100,0.5,BO,1680843327
466,hurghada,27.2574,33.8129,17.02,29,0,2.57,EG,1680843328
467,orbetello,42.4408,11.2196,3.01,59,63,1.71,IT,1680843329
468,sinop,41.7711,34.8709,5.24,87,100,1.76,TR,1680842990
469,wanning,18.8003,110.3967,27.91,74,97,2.42,CN,1680843330
470,fraga,41.5229,0.3489,9.21,82,4,0.85,ES,1680843330
471,namatanai,-3.6667,152.4333,28.75,69,100,1.99,PG,1680843331
472,abha,18.2164,42.5053,14.9,77,0,0.0,SA,1680843331
473,terrace,54.5163,-128.6035,5.95,100,100,1.03,CA,1680843035
474,dawei,14.0833,98.2,34.2,46,58,3.86,MM,1680843333
475,naryan-mar,67.6713,53.087,-5.35,88,100,9.78,RU,1680843333
476,dossor,47.5272,52.9811,16.54,32,2,2.75,KZ,1680843334
477,muisne,0.6,-80.0333,24.25,91,100,2.12,EC,1680843335
478,karbinci,41.8167,22.2375,1.74,70,5,0.69,MK,1680843336
479,albanel,48.8832,-72.4487,0.08,93,70,10.29,CA,1680843337
480,ipanguacu,-5.4983,-36.855,23.68,87,24,3.14,BR,1680843338
481,ahipara,-35.1667,173.1667,19.43,69,100,5.11,NZ,1680843338
482,kjollefjord,70.9457,27.3465,3.03,60,5,5.14,NO,1680843339
483,ararangua,-28.9347,-49.4858,16.84,96,100,1.3,BR,1680843340
484,namibe,-15.1961,12.1522,24.54,76,93,2.1,AO,1680843340
485,lakes entrance,-37.8811,147.981,19.93,63,100,1.05,AU,1680843341
486,lishan,31.8576,113.2951,20.51,26,9,3.62,CN,1680843342
487,walker mill,38.8754,-76.8883,15.8,52,40,3.6,US,1680843342
488,puerto cabezas,14.0351,-83.3888,24.46,83,1,4.43,NI,1680843343
489,keuruu,62.2667,24.7,1.0,98,100,2.48,FI,1680843344
490,sangmelima,2.9333,11.9833,20.27,98,100,0.97,CM,1680843345
491,eydhafushi,5.1033,73.0708,28.24,70,35,2.37,MV,1680843345
492,boende,-0.2167,20.8667,21.2,94,99,0.39,CD,1680843346
493,mamallapuram,12.6264,80.1722,33.03,57,12,4.21,IN,1680843347
494,takaka,-40.85,172.8,16.98,65,65,5.29,NZ,1680843348
495,canberra,-35.2835,149.1281,18.64,91,100,4.63,AU,1680843207
496,puerto ayacucho,5.6639,-67.6236,25.45,77,83,1.04,VE,1680843350
497,sur,22.5667,59.5289,27.43,45,0,1.37,OM,1680843351
498,ust-kut,56.7938,105.7672,5.35,73,100,7.0,RU,1680843352
499,kargasok,59.0556,80.8572,-13.2,57,9,6.82,RU,1680843352
500,berezna,51.5716,31.7846,7.34,88,100,2.07,UA,1680843353
501,havre-saint-pierre,50.2334,-63.5986,0.2,93,100,1.03,CA,1680843354
502,gatton,-27.55,152.2833,24.68,76,89,3.05,AU,1680843354
503,mizque,-17.941,-65.3402,14.75,88,97,1.92,BO,1680843355
504,rantauprapat,2.1,99.8333,32.56,54,71,1.23,ID,1680843355
505,tucuman,-26.8241,-65.2226,19.0,94,75,2.06,AR,1680843356
506,mnogovershinnyy,53.9353,139.9242,-4.11,70,100,4.18,RU,1680843357
507,sarkand,45.41,79.9186,15.74,32,55,2.51,KZ,1680843357
508,iquitos,-3.7481,-73.2472,24.02,94,100,1.03,PE,1680843358
509,west wendover,40.7391,-114.0733,3.56,48,0,3.6,US,1680843180
510,sakakah,29.9697,40.2064,13.76,26,6,1.88,SA,1680843360
511,tuy hoa,13.0833,109.3,31.19,56,100,4.43,VN,1680843361
512,kassala,15.451,36.4,24.22,53,77,2.91,SD,1680843361
513,placido de castro,-10.3353,-67.1856,21.91,99,100,0.73,BR,1680843362
514,napier,-39.4833,176.9167,15.16,72,100,5.36,NZ,1680843265
515,koygorodok,60.445,50.9968,-5.03,76,20,1.98,RU,1680843363
516,shar,49.5886,81.0453,12.23,37,94,7.35,KZ,1680843364
517,basoko,1.2391,23.616,23.09,79,100,1.13,CD,1680843364
518,carmelo,-33.9892,-58.2856,16.21,75,100,3.51,UY,1680843350
519,mount hagen,-5.8581,144.2274,20.48,87,97,0.45,PG,1680843366
520,shelburne,44.0787,-80.2041,2.09,74,56,6.6,CA,1680843138
521,progreso,21.2833,-89.6667,27.28,64,0,6.63,MX,1680843367
522,broken hill,-31.95,141.4333,23.34,32,2,10.67,AU,1680843367
523,dergachi,51.2328,48.7659,8.76,59,5,7.58,RU,1680843368
524,dunedin,-45.8742,170.5036,11.82,64,6,4.43,NZ,1680843369
525,port augusta,-32.5,137.7667,25.05,39,13,9.59,AU,1680843369
526,barrhead,55.7992,-4.3929,1.58,94,17,1.03,GB,1680843370
527,rudbar,30.15,62.6,28.92,9,0,5.53,AF,1680843371
528,faya,18.3851,42.4509,15.06,48,52,2.13,SA,1680843371
529,arinos,-15.9169,-46.1056,22.77,67,81,0.76,BR,1680843372
530,laguna,38.421,-121.4238,15.08,63,100,2.57,US,1680843372
531,shingu,33.7333,135.9833,17.73,97,100,7.91,JP,1680843373
532,pastavy,55.1168,26.8326,4.87,94,83,3.7,BY,1680843373
533,srandakan,-7.9386,110.2506,29.08,68,99,3.46,ID,1680843375
534,tambacounda,13.7539,-13.7586,26.98,17,100,1.88,SN,1680843376
535,adrar,20.5022,-10.0711,18.34,35,97,2.95,MR,1680843377
536,pacasmayo,-7.4006,-79.5714,26.4,74,99,1.62,PE,1680843377
537,coihaique,-45.5752,-72.0662,6.97,76,100,1.54,CL,1680843357
538,nurota,40.5614,65.6886,17.34,47,100,1.5,UZ,1680843378
539,moranbah,-22.0016,148.0466,32.7,40,63,5.45,AU,1680843379
540,tautira,-17.7333,-149.15,28.07,78,97,6.6,PF,1680843380
541,hasaki,35.7333,140.8333,22.22,74,94,13.81,JP,1680843380
542,verkhnyaya inta,65.9811,60.3094,-9.08,89,100,10.29,RU,1680843381
543,suihua,46.6406,126.9969,2.07,26,80,7.39,CN,1680843382
544,santa vitoria do palmar,-33.5189,-53.3681,17.86,63,87,1.75,BR,1680843056
545,prince rupert,54.3161,-130.3201,6.83,92,100,11.32,CA,1680843383
546,nhulunbuy,-12.2333,136.7667,29.34,79,40,5.14,AU,1680843383
547,ayios nikolaos,38.4167,23.65,12.32,79,21,1.54,GR,1680843384
548,sisimiut,66.9395,-53.6735,-14.01,57,96,4.65,GL,1680843385
549,antequera,37.0194,-4.5612,9.97,78,0,2.66,ES,1680843386
550,karratha,-20.7377,116.8463,33.74,37,1,5.35,AU,1680843386
551,santa rosalia,27.3167,-112.2833,15.12,49,3,1.59,MX,1680843387
552,atraulia,26.3333,82.95,34.47,8,3,5.88,IN,1680843387
553,anqing,30.5092,117.0506,19.35,35,0,4.21,CN,1680843388
554,tahe,52.3333,124.7333,-1.84,54,77,5.31,CN,1680843389
555,bolotnoye,55.6717,84.3981,-1.14,92,66,6.68,RU,1680843390
556,yerbogachen,61.2767,108.0108,-1.18,80,100,6.4,RU,1680843391
557,betioky,-23.7167,44.3833,23.62,79,1,2.97,MG,1680843391
558,alghero,40.5589,8.3181,4.05,100,0,1.54,IT,1680843392
559,srednekolymsk,67.45,153.6833,-8.37,85,100,3.72,RU,1680843393
560,florianopolis,-27.6146,-48.5012,19.67,98,75,1.03,BR,1680843176
561,port lincoln,-34.7333,135.8667,19.65,64,22,9.28,AU,1680843394
562,guasdualito,7.2424,-70.7324,25.0,78,89,2.57,VE,1680843394
563,cidreira,-30.1811,-50.2056,20.06,77,100,4.83,BR,1680843395
564,vao,-22.6667,167.4833,24.39,72,1,7.81,NC,1680843395
565,baniyas,35.1819,35.9487,13.16,53,13,0.77,SY,1680843396
566,kautokeino,69.0125,23.0412,0.44,98,100,5.88,NO,1680843397
567,emba,48.8264,58.1442,15.14,38,20,2.9,KZ,1680843398
